# temp,rain_1h,snow_1h,clouds_all,Prediction
2.927099999999999795e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.976498722604961586e+03
2.922799999999999727e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.077842712075763302e+03
2.899200000000000159e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.728010268118675413e+03
2.877699999999999818e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.506030539225212124e+03
2.874700000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.935437025994587202e+03
2.876000000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.608077206037091855e+03
2.861399999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.785765167108922469e+03
2.842599999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.576556225454301057e+03
2.743999999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.147793610614780846e+03
2.945099999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.188483876384046198e+03
2.949399999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.618405918301066777e+03
2.872799999999999727e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.842493839527915497e+03
2.840699999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.486972073737008031e+03
2.889399999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.971547934605102455e+03
2.896100000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.968825950090770675e+03
2.898299999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.807733399330270004e+03
2.887900000000000205e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.469237196659627443e+03
2.807200000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.396484793126954173e+03
2.841499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.734898654402779357e+03
2.828899999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.863724299820413762e+03
2.822200000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.591742873656701249e+03
2.795000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.013919870035279018e+03
2.803700000000000045e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.092184256781531531e+02
2.894399999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.228067982078204068e+02
2.770799999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,1.898839406641417781e+03
2.764900000000000091e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,7.413242769562353942e+02
2.817900000000000205e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.646786211547549101e+03
2.845000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.710763711628846977e+03
2.876800000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.849908711751828378e+03
2.790199999999999818e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,7.314498203131932996e+02
2.778600000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.358387058468656505e+03
2.730899999999999750e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,9.258926607689791126e+02
2.739900000000000091e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.562592319602215866e+03
2.661499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.042010118607230652e+03
2.664300000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,8.862150868183618968e+02
2.663600000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.498445322723634945e+02
2.658399999999999750e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.382720759544148450e+02
2.657699999999999818e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,9.701408760230634698e+02
2.678600000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.519767205215670856e+03
2.709300000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.163403770775277735e+03
2.728399999999999750e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.886644111133134174e+03
2.800799999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.691422373826722833e+03
2.705099999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.923792676291481030e+02
2.725299999999999727e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.326265958179975314e+03
2.801499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.825644927007779188e+03
2.751499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.599806625471896950e+02
2.658700000000000045e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.429421398787003454e+03
2.665799999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.309752950725904157e+03
2.669300000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,8.271648759330126950e+02
2.795400000000000205e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.693007478198235731e+03
2.750199999999999818e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.837879142828849695e+02
2.621499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.234912413463264784e+03
2.654599999999999795e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.378633409054480580e+03
2.664599999999999795e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.776050784608943104e+03
2.767599999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.206958279523990313e+03
2.738199999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.760495332823576064e+03
2.689300000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.913928296570539715e+03
2.688299999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.921670695780269853e+03
2.676100000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.032133630274846155e+03
2.681100000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.681885164833061026e+03
2.678600000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.317249953292735881e+03
2.718299999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.328761251322481257e+03
2.563299999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.930281802781696570e+03
2.527199999999999989e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,9.221106013941764559e+02
2.650899999999999750e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.881293063201882887e+03
2.598000000000000114e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.941888769482495718e+02
2.546800000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,1.911642844956154931e+03
2.545099999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.782768103861526015e+03
2.476800000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,8.411579998936056199e+02
2.585099999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.955498377503407937e+03
2.643700000000000045e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.579327657667792209e+03
2.719499999999999886e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.702863492866899833e+03
2.656100000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,8.368673961685764198e+02
2.698600000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.201383109291544315e+03
2.759399999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.170111790311555524e+03
2.749499999999999886e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,9.770992351788820542e+02
2.768100000000000023e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.003713247129392585e+03
2.712200000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.702787770481357256e+03
2.688199999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.659502004180070799e+03
2.674100000000000250e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.640472085419211908e+03
2.697200000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.806748020626511334e+03
2.746100000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.892435650234419882e+03
2.744800000000000182e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.215567077029736083e+03
2.735000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.176282964034817269e+02
2.599399999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.067445672925603617e+02
2.603500000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,1.857544536175294979e+03
2.591499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.124541301153602035e+03
2.592200000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.728194424827511739e+03
2.735500000000000114e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.338134204207560288e+03
2.725500000000000114e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.111554717299030926e+03
2.623500000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.559687786391870759e+03
2.703600000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,1.957695366080132999e+03
2.786499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,7.786895962999865333e+02
2.787200000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.414027992344713880e+02
2.759399999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.212203283225191171e+03
2.772200000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.342293128433781021e+03
2.745000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.239057102987387225e+03
2.743500000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.824871418484085552e+03
2.717500000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.770327350214060971e+02
2.696999999999999886e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.764196395983828552e+03
2.765500000000000114e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.533064083209374076e+03
2.868100000000000023e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.705608067014615699e+03
2.710099999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.914782687653109861e+03
2.758799999999999955e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.865664047741628565e+03
2.766100000000000136e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,1.978715071539490509e+03
2.850799999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.850332426283368932e+03
2.811499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.605677714531746005e+03
2.872900000000000205e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.637117866821115058e+03
2.901499999999999773e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.807627434964550048e+03
2.924599999999999795e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.697479162240134428e+03
2.921399999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.760798830725685548e+03
2.786800000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.192881454923764068e+03
2.774800000000000182e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,8.077005466918242291e+02
2.780799999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.348895918083367178e+03
2.781600000000000250e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.564089654851755768e+03
2.766299999999999955e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,2.812444829718781875e+03
2.723500000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.634592261765109811e+02
2.734800000000000182e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.857779290058773768e+03
2.902200000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.971096482499634476e+03
2.906800000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.754962381568971068e+03
2.767599999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.293019296805370004e+02
2.760099999999999909e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,5.560863721557068857e+03
2.773700000000000045e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,6.615640566062857943e+03
2.739399999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.789369111073078784e+03
2.729700000000000273e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.195783943759219255e+03
