# temp,rain_1h,snow_1h,clouds_all,Prediction
292.710000,0.000000,0.000000,40.000000,2976.498723
292.280000,0.000000,0.000000,40.000000,6077.842712
289.920000,0.000000,0.000000,40.000000,4728.010268
287.770000,0.000000,0.000000,40.000000,5506.030539
287.470000,0.000000,0.000000,40.000000,5935.437026
287.600000,0.000000,0.000000,40.000000,6608.077206
286.140000,0.000000,0.000000,40.000000,4785.765167
284.260000,0.000000,0.000000,40.000000,3576.556225
274.400000,0.000000,0.000000,40.000000,5147.793611
294.510000,0.000000,0.000000,40.000000,5188.483876
294.940000,0.000000,0.000000,40.000000,5618.405918
287.280000,0.000000,0.000000,40.000000,2842.493840
284.070000,0.000000,0.000000,40.000000,6486.972074
288.940000,0.000000,0.000000,40.000000,4971.547935
289.610000,0.000000,0.000000,40.000000,4968.825950
289.830000,0.000000,0.000000,40.000000,5807.733399
288.790000,0.000000,0.000000,40.000000,6469.237197
280.720000,0.000000,0.000000,40.000000,5396.484793
284.150000,0.000000,0.000000,40.000000,5734.898654
282.890000,0.000000,0.000000,40.000000,3863.724300
282.220000,0.000000,0.000000,40.000000,3591.742874
279.500000,0.000000,0.000000,40.000000,3013.919870
280.370000,0.000000,0.000000,40.000000,409.218426
289.440000,0.000000,0.000000,40.000000,422.806798
277.080000,0.000000,0.000000,40.000000,1898.839407
276.490000,0.000000,0.000000,40.000000,741.324277
281.790000,0.000000,0.000000,40.000000,4646.786212
284.500000,0.000000,0.000000,40.000000,4710.763712
287.680000,0.000000,0.000000,40.000000,4849.908712
279.020000,0.000000,0.000000,40.000000,731.449820
277.860000,0.000000,0.000000,40.000000,5358.387058
273.090000,0.000000,0.000000,40.000000,925.892661
273.990000,0.000000,0.000000,40.000000,4562.592320
266.150000,0.000000,0.000000,40.000000,4042.010119
266.430000,0.000000,0.000000,40.000000,886.215087
266.360000,0.000000,0.000000,40.000000,649.844532
265.840000,0.000000,0.000000,40.000000,338.272076
265.770000,0.000000,0.000000,40.000000,970.140876
267.860000,0.000000,0.000000,40.000000,3519.767205
270.930000,0.000000,0.000000,40.000000,4163.403771
272.840000,0.000000,0.000000,40.000000,3886.644111
280.080000,0.000000,0.000000,40.000000,4691.422374
270.510000,0.000000,0.000000,40.000000,392.379268
272.530000,0.000000,0.000000,40.000000,5326.265958
280.150000,0.000000,0.000000,40.000000,5825.644927
275.150000,0.000000,0.000000,40.000000,359.980663
265.870000,0.000000,0.000000,40.000000,4429.421399
266.580000,0.000000,0.000000,40.000000,4309.752951
266.930000,0.000000,0.000000,40.000000,910.418775
279.540000,0.000000,0.000000,40.000000,4693.007478
275.020000,0.000000,0.000000,40.000000,483.787914
262.150000,0.000000,0.000000,40.000000,3234.912413
265.460000,0.000000,0.000000,40.000000,4378.633409
266.460000,0.000000,0.000000,40.000000,4776.050785
276.760000,0.000000,0.000000,40.000000,4206.958280
273.820000,0.000000,0.000000,40.000000,2760.495333
268.930000,0.000000,0.000000,40.000000,4913.928297
268.830000,0.000000,0.000000,40.000000,4921.670696
267.610000,0.000000,0.000000,40.000000,2141.262531
268.110000,0.000000,0.000000,40.000000,4681.885165
267.860000,0.000000,0.000000,40.000000,5317.249953
271.830000,0.000000,0.000000,40.000000,4328.761251
256.330000,0.000000,0.000000,40.000000,3930.281803
252.720000,0.000000,0.000000,40.000000,922.110601
265.090000,0.000000,0.000000,40.000000,2881.293063
259.800000,0.000000,0.000000,40.000000,494.188877
254.680000,0.000000,0.000000,40.000000,1911.642845
254.510000,0.000000,0.000000,40.000000,2782.768104
247.680000,0.000000,0.000000,40.000000,841.158000
258.510000,0.000000,0.000000,40.000000,4955.498378
264.370000,0.000000,0.000000,40.000000,2579.327658
271.950000,0.000000,0.000000,40.000000,5702.863493
265.610000,0.000000,0.000000,40.000000,836.867396
269.860000,0.000000,0.000000,40.000000,4201.383109
275.940000,0.000000,0.000000,40.000000,4170.111790
274.950000,0.000000,0.000000,40.000000,977.099235
276.810000,0.000000,0.000000,40.000000,4003.713247
271.220000,0.000000,0.000000,40.000000,4702.787770
268.820000,0.000000,0.000000,40.000000,4659.502004
267.410000,0.000000,0.000000,40.000000,4640.472085
269.720000,0.000000,0.000000,40.000000,2806.748021
274.610000,0.000000,0.000000,40.000000,4892.435650
274.480000,0.000000,0.000000,40.000000,3215.567077
273.500000,0.000000,0.000000,40.000000,317.628296
259.940000,0.000000,0.000000,40.000000,406.744567
260.350000,0.000000,0.000000,40.000000,1857.544536
259.150000,0.000000,0.000000,40.000000,4051.256116
259.220000,0.000000,0.000000,40.000000,2654.909240
273.550000,0.000000,0.000000,40.000000,5338.134204
272.550000,0.000000,0.000000,40.000000,6111.554717
262.350000,0.000000,0.000000,40.000000,2559.687786
270.360000,0.000000,0.000000,40.000000,1957.695366
278.650000,0.000000,0.000000,40.000000,778.689596
278.720000,0.000000,0.000000,40.000000,341.402799
275.940000,0.000000,0.000000,40.000000,3212.203283
277.220000,0.000000,0.000000,40.000000,4342.293128
274.500000,0.000000,0.000000,40.000000,5239.057103
274.350000,0.000000,0.000000,40.000000,2824.871418
271.750000,0.000000,0.000000,40.000000,377.032735
269.700000,0.000000,0.000000,40.000000,4764.196396
276.550000,0.000000,0.000000,40.000000,5533.064083
286.810000,0.000000,0.000000,40.000000,4705.608067
271.010000,0.000000,0.000000,40.000000,4914.782688
275.880000,0.000000,0.000000,40.000000,4865.664048
276.610000,0.000000,0.000000,40.000000,1978.715072
285.080000,0.000000,0.000000,40.000000,3850.332426
281.150000,0.000000,0.000000,40.000000,2605.677715
287.290000,0.000000,0.000000,40.000000,4637.117867
290.150000,0.000000,0.000000,40.000000,4807.627435
292.460000,0.000000,0.000000,40.000000,6697.479162
292.140000,0.000000,0.000000,40.000000,4760.798831
278.680000,0.000000,0.000000,40.000000,4192.881455
277.480000,0.000000,0.000000,40.000000,807.700547
278.080000,0.000000,0.000000,40.000000,5348.895918
278.160000,0.000000,0.000000,40.000000,4564.089655
276.630000,0.000000,0.000000,40.000000,2812.444830
272.350000,0.000000,0.000000,40.000000,363.459226
273.480000,0.000000,0.000000,40.000000,4857.779290
290.220000,0.000000,0.000000,40.000000,4971.096482
290.680000,0.000000,0.000000,40.000000,6754.962382
276.760000,0.000000,0.000000,40.000000,629.301930
276.010000,0.000000,0.000000,40.000000,5560.863722
277.370000,0.000000,0.000000,40.000000,6615.640566
273.940000,0.000000,0.000000,40.000000,4789.369111
272.970000,0.000000,0.000000,40.000000,3195.783944
272.770000,0.000000,0.000000,40.000000,961.338949
278.070000,0.000000,0.000000,40.000000,2858.822571
276.160000,0.000000,0.000000,40.000000,2665.585543
271.930000,0.000000,0.000000,40.000000,5575.856691
275.720000,0.000000,0.000000,40.000000,2090.654090
277.050000,0.000000,0.000000,40.000000,5518.525864
274.210000,0.000000,0.000000,40.000000,6033.417404
273.380000,0.000000,0.000000,40.000000,4789.953350
271.420000,0.000000,0.000000,40.000000,3008.820539
264.620000,0.000000,0.000000,40.000000,1361.447368
283.140000,0.000000,0.000000,40.000000,3895.886791
284.800000,0.000000,0.000000,40.000000,3743.123706
284.070000,0.000000,0.000000,40.000000,3181.846408
274.480000,0.000000,0.000000,40.000000,419.843622
272.620000,0.000000,0.000000,40.000000,6250.561575
275.510000,0.000000,0.000000,40.000000,4871.029306
276.690000,0.000000,0.000000,40.000000,4843.923959
278.750000,0.000000,0.000000,40.000000,6416.204196
278.800000,0.000000,0.000000,40.000000,2134.838933
278.790000,0.000000,0.000000,40.000000,1474.901066
285.790000,0.000000,0.000000,40.000000,6143.741659
287.470000,0.000000,0.000000,40.000000,5505.423593
290.190000,0.000000,0.000000,40.000000,4914.200224
291.300000,0.000000,0.000000,40.000000,5107.594604
292.880000,0.000000,0.000000,40.000000,4852.429651
